IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
50:00.0,coloma,wi,us,unknown,5,Over a rural road&#44 six horizontal lights appeared low in the sky for a few seconds and disappeared&#44 silently.
00:00.0,berlin,wi,us,circle,120,Row of vertical rectangular lights framed by darkness illuminated a circular matte gray object.
00:00.0,wisconsin dells,wi,us,unknown,5,String of lights
28:00.0,cedar city,ut,us,flash,360,Large String of perfectly spaced strobes flashing in a chaceing pattern along the entire string over Cedar City&#44 UT
30:00.0,cedar city,ut,us,formation,900,String of flashing lights widely spaced moving steadily through western sky from north to south
00:00.0,norman,ok,us,light,5,Small&#44 faintly triangular light seen over east Norman&#44 OK
30:00.0,madera,ca,us,other,30,Large angel hair mass floating above  county road.
45:00.0,freeport,il,us,triangle,15,Totally silent and dark objects flew over my neighborhood 11/16/2011
00:00.0,irvington,al,us,circle,600,Reddish orange lights fading and reappearing in different spots of the sky.
00:00.0,temecula,ca,us,unknown,240,Blacked out Helicopters followed by a strange white light
13:00.0,miami,fl,us,unknown,20,Triangular formation that disburses.
30:00.0,houston (spring),tx,us,cylinder,240,Six elongated lights&#44 cylinder shaped&#44 although actual &quot;craft&quot; could not be seen. NO sound. Smooth travel&#44 no wavering.
30:00.0,west grove,pa,us,circle,10,Craft were in a &quot;V&quot; formation at 10&#44000 feet&#44 and 3 timesw the speed of an airliner.
35:00.0,franklin,tn,us,chevron,2,V shaped blurry craft with lights.  Extremely fast velocity
45:00.0,annapolis,md,us,triangle,10,I saw luminous triangles&#44 flying in formation during the Leonid meteor shower
45:00.0,houston (spring),tx,us,cylinder,120,Large Cylinder with six orange (low-glow) lights moving slowly within 3 miles of IAH&#44 heading toward IAH (Airport)
00:00.0,dickinson,tx,us,changing,3000,single point lite source changing occasionally to bipolar red/azure elongated object rapidly jerking around nite sky
05:00.0,new brunswick,nj,us,chevron,20,Boomerang shaped object over Central Jersey
17:00.0,johnson,vt,us,flash,1,There were tons of meteors out then there was a flash. There was only one flash that I saw all night.
27:00.0,hendersonville,nc,us,sphere,20,Round object-didnt behave like meteor or plane
30:00.0,augusta,ga,us,chevron,60,It came from the north to south.Moveing along the sky. Its movement caught my eye a v shaped bank of lights (white) the same color as t
30:00.0,miami beach,fl,us,sphere,10,this thing was round&#44 metalic&#44fast and had no lights.
30:00.0,naples,fl,us,formation,5,twin orbs cross the entire sky at high altitude in a matter fo seconds (not meterorites)
45:00.0,glendale,az,us,other,600,The lights or fire that were dropping from the bottom were what made it look like something we have never seen.
30:00.0,hamden,ct,us,sphere,180,Observed venus size and color (white) object through binoculars moving slowly accross the sky during day of about 3 minute duration.
00:00.0,cross river,ny,us,triangle,60,The night of the Leonids meteor shower some friends and I (one of which was an Earth Science teacher) were watching the showers in fron
15:00.0,portland (suburbs),or,us,light,900,Two objects joined&#44 then split apart and one released a small light.
30:00.0,highlands ranch,co,us,triangle,240,triangle with one spot on each corner and one big one in the middle.
00:00.0,omaha,ne,us,circle,1200,I was not drinking or anything I know what I saw
00:00.0,lake arrowhead,ca,us,unknown,20,I had been watching the 2002 Leonid meteor shower.  I came back home about 3:15-3:30 a.m. and turned on the NASA TV live broadcast of t
00:00.0,okemos,mi,us,other,10,6:00 am in Okemos Michigan
40:00.0,macomb,mi,us,triangle,120,bright triangular object flying slowly across low evening sky
00:00.0,santa rosa,ca,us,unknown,600,This is the fourth time my family and I have seen this object within the last 12 months. The object was a brilliant orange color. The o
00:00.0,sayreville,nj,us,light,45,2 orange hazes scrambling across the sky.
20:00.0,greenville,nc,us,chevron,120,V shaped object with no sound and colorful lights moving across sky at low altitude.
00:00.0,ashville (2 miles south of),oh,us,light,2,lights during a meteor shower..
00:00.0,houston,tx,us,cigar,60,Large object&#44 no lights&#44 no radar indication in Houston
30:00.0,new york city (staten island),ny,us,unknown,1200,Me and my bro saw alien and ufo at our house
55:00.0,new york city (queens),ny,us,cigar,10,cigar shaped object fling fast near jfk airport
30:00.0,muskego,wi,us,other,600,Cloud cover&#44 very low ceiling&#44 six rings would move around&#44 then move into one ring&#44 then separate&#44 move around&#44 and go again into one
30:00.0,yucaipa,ca,us,light,20,Orbital lights&#44 bright&#44 flashing or stationary
35:00.0,los fresnos,tx,us,sphere,10,Spherical light seen headed due East towards the Gulf Of Mexico.  Extremely fast with no apparent noise sound/emmitted.
00:00.0,fontana,ca,us,changing,30,It looked like a giant jelly fish with little lights all around. and it kept changing it&#39s shape. I looked a lot like the something fro
00:00.0,chillicothe,oh,us,changing,10800,Object changed colors and shapes&#44 divided  at one point ((NUFORC Note:  Sirius??  PD))
45:00.0,pine bluff,ar,us,light,7,light ufo seen on arkansas highway between Little Rock and Pine Bluff appearing to land in nearby woods.
40:00.0,plano,tx,us,formation,10,On September 19&#44 at approximately 4:40 am&#44 my mother and I were outside looking for the Leonid Meteor Shower.  After a while&#44 a V-shape
00:00.0,apopka,fl,us,unknown,7200,Satelites that move back and forth and in circles?? I dont think so&#33
00:00.0,clermont,fl,us,triangle,20,On Nov.19th&#442002&#44at 5:00am &#44I saw 2 dark brown&#44triangular shaped aircrafts fly quietly from west to east
00:00.0,mercer,nd,us,disk,900,There&#39s lights in sky out there and no one is doing nothing about it .. Are really being invaded?
20:00.0,baltimore,md,us,formation,10,not sure if i observed one object or 10 in some kind of formation.
20:00.0,baltimore,md,us,formation,30,all i can say is i saw a formation of about 8 to 12 objects go overhead
30:00.0,bradenton,fl,us,other,3600,Sighting of seven flying star looking objects during Leonid Metor Shower
30:00.0,lehigh acres,fl,us,light,1800,we were merely enjoying a meteor shower when these objects happened simply caught our eyes&#44 as if wanting to be seen.
30:00.0,norfolk,va,us,chevron,15,Silent Red V/Chevron of 6-7 lights over Norfolk&#44 VA during Leonids.
40:00.0,lincolnton,nc,us,egg,30,WHILE WATCHING METEOR SHOWER&#44 LOOKING STRAIGHT UP THERE WAS AN AREA WHERE MOST OF THE METEORS SEEMED TO BE COMING FROM. I NOTICED A SAT
45:00.0,lake panasoffkee,fl,us,other,900,Moving starlike objects
00:00.0,pollock,id,us,changing,1200,Bright light SSE of Pollock&#44 Idaho at 20 degrees above horizon that remained stationary for 20 min (spherical to crescent).
19:00.0,north richland hills,tx,us,cylinder,900,seen two round grey in color objects. one small&#44the other seemed to be quiet larger.  these objects stayed still &amp; didn&#39t move for abou
45:00.0,bloomington,in,us,light,300,UFO observed south of Bloomington Indiana; moved horizontally
30:00.0,lumberton,nc,us,diamond,45,11/19/02 Lumberton&#44 NC Diamond shape with 4 dull green lights flying from S to N @ 500 ft made no sound.
30:00.0,portland,or,us,triangle,60,From the south and passing near intersection of se holgate and 30th ave it banked and headed over the river towrds downtown PDX.I s
30:00.0,hamburg,ny,us,other,1500,took a picture of a flashing &quot;v&quot; shaped light.
30:00.0,fairfield,ia,us,triangle,180,MUFON/IOWA FOLLOW-UP REPORT:  Low-altitude triangle with triangular shaped pinkish-white lights at angles.
30:00.0,fairfield,ia,us,triangle,180,observed triangle shaped object fly from north to south at slow speed making no noise. Corners were glowing triangles
30:00.0,arlington,tx,us,triangle,300,large triangular ship moving slowly on it&#39s path
30:00.0,magnolia,ar,us,triangle,30,Triangle Craft spins overhead and then speeds away.
30:00.0,coppell,tx,us,unknown,300,i saw eight flashing dots like stars changing colors from red to silver
00:00.0,atlanta,ga,us,light,300,white light source changing from pinpoint to much brighter size(possibly rotating space debris catching sunlight)
45:00.0,dallas,tx,us,light,3600,Earlier during the day on the 19th of November at about 2:05 pm&#44 I saw a gray cylinder that resembled a fuselage without any wings goin
45:00.0,dallas,tx,us,light,3600,Light in the Western Sky
00:00.0,naco (mexico),az,us,light,570,white floating light
31:00.0,chicago (west suburbs),il,us,light,300,2 soft white lights&#44 one disappears and reappears quickly next to the other during a sunset.
15:00.0,eustis,fl,us,sphere,600,Brilliant lightts with a haze
30:00.0,guelph (canada),on,ca,formation,12,several crafts flying in a V-shaped formation; Guelph&#44 Ontario
00:00.0,st. clair,mo,us,light,900,lights had strobe affect in a erratic way
05:00.0,lansing,mi,us,,30,Flaring star:  star got brighter 4x that of mars) and then faded gradually to nothing 2 times
20:00.0,delton,mi,us,sphere,600,A sherical craft that manuverd around then it flashed green&#44 red&#44 and blue then it vanished
20:00.0,charlotte,nc,us,formation,420,saw a group of bright orange (30) lights moving from east to south
05:00.0,plainfield,il,us,triangle,240,Three Spinning Green Lights Hovering Above the Subdivision.
05:00.0,alma,wi,us,light,900,Satellite like star in the morning sky moves in fast 45 degree angles at impossible speeds
00:00.0,spotsylvania,va,us,diamond,1200,Very low ufo encounter.  ((NUFORC Note:  Student report??  PD))
15:00.0,mckeesport,pa,us,cigar,180,Cigar Shaped UFO seen in sky.
35:00.0,newnan,ga,us,fireball,180,Silent glowing fireballs flying in formation south of Atlanta&#44 GA.  ((NUFORC Note:  Report from airline pilot.  PD))
30:00.0,gravette,ar,us,flash,7200,Ambient strobe like light located in forest.
45:00.0,midland,tx,us,light,180,UFO sighting yeilds uncomfortable sense that they can tell I was observing them.
12:00.0,south charleston,wv,us,teardrop,10,Lime colored&#44 teardrop&#44 bright light&#44 falling sraight down from sky.
30:00.0,stafford,va,us,other,3600,Very large boomerang-shaped object with 3 large bright front lights and low engine noise glided low overhead
00:00.0,nesmith,sc,us,unknown,7200,((HOAX??))  UFO Evades Possible Laser  ((NUFORC Note:  One of several reports from same source.  PD))
35:00.0,new york city (brooklyn),ny,us,triangle,10,Silent V-Shaped Craft seen flying over Brooklyn NY&#33
30:00.0,laie,hi,us,light,360,1 orange spotlight multiplied to 13 gradually and shined on 2 witnesses as they fled.
20:00.0,draper,ut,us,rectangle,180,Black rectanlge object moving north with a blue &quot;knight rider&quot; light that blink every couple of secs
00:00.0,kearney,ne,us,circle,1200,Two orbs&#44 blue&#44 and multi-colored.
00:00.0,englewood,fl,us,cigar,15,Near coast loking east long silver metalic looking item seen headed towards ground &#44 not straight down but at slieght angle.
13:00.0,cleveland,oh,us,circle,5,I was outside on my backyard porch looking up into the sky: I then saw a circular shaped object&#44 with bright lights&#44 moving at speeds g
00:00.0,asheville,nc,us,,2,Possible UFO object seen in 1 photo of a series
00:00.0,allentown,pa,us,teardrop,900,3 small objects&#44 very high in the sky&#44 flying very close together and performing different maneuvers.
00:00.0,houlton,me,us,teardrop,1800,Strange cloudy tadpole shaped object&#44 dark core no flames moving in southern sky with Jet presence seeming to be watching from distance
00:00.0,providence,ri,us,teardrop,540,Around 6 am I saw something in the sky  that looked like a silver teardrop.
35:00.0,louisville,ky,us,triangle,240,Low flying&#44 slow moving triangular shape with red pulsing lights at corners flew over Louisville&#44 Ky.
00:00.0,chapmanville,wv,us,fireball,900,Orange fireball UFO&#44 changed shape to triangle&#44 spinning like a boomerang.
00:00.0,irondale,al,us,light,30,Very distant&#44 silent&#44 faint and quick moving light eased across the southern sky.
00:00.0,jacksonville,il,us,sphere,20,4 orange glowing&#44 non flickering spheres&#44 very crisp and clear.
00:00.0,cordell,ok,us,light,360,Blue and red light orb falling from sky&#44 then rising again.
31:00.0,lancaster,ny,us,fireball,120,Glowing orange lights in the sky.
15:00.0,aquilla,tx,us,triangle,2700,While driving home from work&#44 saw an orange/whitish colored light hanging in the sky above some trees behind a neighbors field.
00:00.0,butte,mt,us,changing,600,Red  with periodis of white and red blinking lights moving slowly southeast soundlessly and changing shape.
00:00.0,florence,ky,us,cigar,1800,Seen 3 pairs of cigar shaped objects stayin stationary.
15:00.0,rock hill,sc,us,circle,30,One object it was a Circular. Green and reddish/orange lights on the side&#44 middle was a greenish color&#44 moved right.
50:00.0,milton (canada),on,ca,circle,10,Large white circular light&#44Approaching the south&#44of milton ontario&#44object veered very quickly to the east.
35:00.0,racine,wi,us,cigar,5,I was talking to my wife and she said she saw a glimmer in the sky while she was driving.  She said there was a single engine plane tha
00:00.0,st. charles,mi,us,cylinder,15,Silver.  ((NUFORC Note:  Source of report provides flawed contact information.  PD))
05:00.0,basye,va,us,diamond,120,1 craft shaped like a blackhawk plane&#44 but the tails of the  plane were much longer and were at 90 degree angle. had 3 lights long body
